Item Id,Sentiment,Tweet
639551404827348000,neutral,3$ to join raffle to see @StephenAtHome 1st Late Night show &amp; have SC ask Jeb Bush your question!  I'm in - are you?  http://t.co/jGTgeGBtqA
639586510451437000,negative,"@daveweigel Jeb Bush probably knows and he'd probably get us into a 3rd Iraq invasion.  Knows lots of little facts, learns nothing."
639594300897038000,negative,@OANN 1/2  I can't believe I'm defending Jeb Bush but here goes... 1st: No official language here in the United States of America.
639640478783270000,negative,"@billmon1 @HeerJeet @JamesEMajure ""and destroy Jeb Bush while I'm at it!"" Though these same priorities may be reversed for all I know."
639648397914435000,neutral,"@JebBush Time for the 2nd Roman Catholic President since JFK, Jeb Bush http://t.co/EC41fRWp3T"
639655217915691000,negative,"@greta when you talk about Ben Carson please show him, not Jeb Bush like you did on your Thurs. Show."
639704459493416000,negative,"Just minutes after Jeb Bush bashed Donald Trump in his stump speech on Thursday, Bush was questioned by a frustrated voter on what he"
639757468097224000,negative,Jeb Bush pretending he's a co front runner but he's in 4th place and Carly Fioriana bragging how she's in 2nd place in 2 states. Losers.
639812835640504000,neutral,@AvanhVan The one that shows Jeb Bush IN 11th Pl. yet talk about Jeb Bush every morning instead of the others ahead of him- OK ?
639849664452395000,neutral,"Republican presidential hopeful Jeb Bush delivered parallel messages on Tuesday - one in Spanish, another in English - as he took a sharp"
639907769001332000,negative,"@TheFive C'mon @Greggutfeld! If anybody needs your harsh advice , it would be your friend Jeb Bush! @donaldtrump does a heck of a lot better"
639912333846970000,neutral,I just vaulted Jeb Bush up to 5th place in my rankings.
639970239808077000,neutral,Hmu if you wanna go protest the Jeb bush rally on the 17th with me and adams
640013667245944000,negative,The force was not with him when Jeb Bush tried to get social on #ForceFriday  http://t.co/KzF5HxztVL #marketing #millennials
640015322364407000,neutral,Saving my hopes and jeb bush is a crush on someone says make the 2nd amendment is a guy.
640222116164562000,negative,"A day after taking steps to warm relations with Hispanics, Donald J. Trump may have taken a step backward when he suggested that Jeb Bush"
640291081867952000,neutral,"Breaking from the ""11th commandment,"" Scott Walker targets Jeb Bush in a new video http://t.co/wIluGZKUUe http://t.co/qYfQ1qUBul"
640392309138395000,negative,Jeb Bush attacking Donald Trump in Spanish seems like the 2nd act of a Greek tragedy where your efforts to avoid the prophecy make it happen
640493908716322000,negative,"Former Florida Gov. Jeb Bush said Thursday that his chief opponent, front-runner Donald Trump, is ""trying to insult his way"" to the White"
640500756076986000,negative,Jeb Bush may have lots of cash and great political organization but don't compare him to Romney.  He doesn't have the moxie needed today!
640513276183486000,neutral,"@NPR Jeb Bush's 1st name is not ""Jeb."" It is John. Let's be accurate with news reporting."
640528303913345000,negative,"@Old_BaldFat_Guy @a3auntie All the Beverly Hillbilly Cast, Granny Hillary, Jeb bush, jethro boehner, eli may ?,  banker Barak."
640613033761480000,negative,@RGentle8 No idea sorry! Just kno pundits say Trump will prob. lose popularity later as he has little policy. Poss Jeb Bush may get Rep Nom?
640686317098172000,negative,@MicheleBachmann  Why no mention that Jeb Bush sat on the board of the fraudster's fake company? Nice try dumbass.
640864196507267000,neutral,"@JoeHNewYork @AnnCoulter Jeb BUSH thinks if he only uses 1st Name we won't think about ""Bushes"" Negative Name Recognition USE BUSH ALOT lol"
640883308201660000,negative,ha ha ha... Jeb Bush said he didn't need the base to win and he was going to prove it. But single digit 4th place in NH may be result
640895105864495000,neutral,Jeb Bush fading from the presidential race and Hillary Clinton slowly dropping from the 30th mark in the presidential race.....  Obvious!
641013401137860000,negative,"Hey Jeb Bush, are these examples of acts of love also? Wake up dude, they want bring their craphole country to USA. https://t.co/gZkIfIs0xu"
641042551022092000,neutral,@PolitiBunny Krugman may like Trump but Jeb Bush is still the Democrat party choice for Republican nominee.
641096946728308000,negative,"Jeb Bush releasing tax reform plan tomorrow, Trump will say it is stupid, Bush a moron. His plan: Make America great &amp; put on top again,"
641281286900834000,negative,Four Hard Questions to Ask About Jeb Bush's Tax Plan: Jeb Bush's tax plan is coming out Wednesday. Expect the usual soaring language ...
641295575946653000,negative,Refusing to own a gun may cost Jeb Bush dearly: Crime is out of control in America. Bush going unarmed will ma... http://t.co/LVGL6Ce9XX
641298730361204000,neutral,"Pro-Hillary Clinton Correct the Record says Jeb Bush's 1st TV ad is ""built on a phony record,"" says econ claims built on housing bubble"
636288143558320000,positive,Obama gives Joe Biden 'blessing' for 2016 bid &gt; If a second Clinton mail server turns up he may get the nomination? http://t.co/faO7MMWzzh
636309563432550000,neutral,@JonBanquer @albhere @MgriffinJames @PeoplesVuePoint Let's be honest. Joe Biden would win once he's in! He may even ask Warren to be R-Mate
636355542135365000,neutral,Rachel Maddow re Bernie Sanders leading in NH in 2nd poll said Tell me again why Joe Biden? is the 1 that can challenge Hillary on the left?
636539211429097000,negative,C'mon Joe Biden. You really don't want to be President. Stop thinking with your ego and start thinking about the party and the people.
636565432963469000,positive,Politico: Republicans Giddy Over Possible Biden Candidacy: Speculation that Vice President Joe Biden may make ... http://t.co/PXtGu6KTKY
636567874031652000,negative,The continued attacks on the 2nd Amendment will continue if America is foolish enough to ever elect Joe Biden for POTUS (Obama's 3rd term).
636583537953517000,negative,"Joe Biden for Presient? Really? He may be a nice guy, but the man is a buffoon."
636597382935916000,negative,"Dear journalists, please quit with the Joe Biden stories &amp; speculation. He's not even our 3rd choice. Sincerely, Democrats everywhere."
636615966814670000,positive,"Anyway,  peace! I support both Hillary and Bernie and will support Joe Biden should he run. He may indeed! https://t.co/lmy1ttqYgz"
636630454234402000,positive,Not Available
636662444077649000,negative,"@JenniferShutt @politico @mkraju ""Bennet later dodged a question about the possibility of a Joe Biden run"", 4th down eh? UR all hypocrites!"
636664800735432000,neutral,Biden gauging his 'emotional fuel': Vice President Joe Biden revealed to members of the Democratic National Committee Wednesday...  #news
636673055796826000,neutral,"@lovetheusaorlea @Ainsmommy @jody_mc @NicoleT_E86 @HawaiianAngel10 ok, anyone believe Joe Biden may make a run at it?"
636705828968333000,neutral,"Vice President Joe Biden will ""meet with senior advisors"" tomorrow. WH did not provide a location."
636709453060968000,positive,TOP REASONS JOE BIDEN SHOULD RUN FOR PRESIDENT: Jimmy Fallon may invite him on his show to play something with ping-pong balls.
636722867225411000,neutral,Joe Biden will meet with Jewish Leaders in Miami re IranDeal on September 3. http://t.co/ZROCDVNyCQ
636727158614937000,neutral,"Clinton backer Tom Harkin tells friend Joe Biden there are ways he can serve the country, but don't run a 3rd time.  http://t.co/IZbvSK0Gfs"
636879256291643000,neutral,"Vice President Joe Biden will meet with AFL-CIO Richard Trumka later Thursday, further fueling talk that he may... http://t.co/MyjexGaviL"
636880479631876000,negative,"@Chinese_Surfer @CNNPolitics @OutFrontCNN 1st, Clinton is the worst debater. 2nd, have you ever heard Joe Biden open his mouth? Hes a clown!"
636883086320496000,neutral,"Joe Biden will meet with AFL-CIO president, further fueling talk that he may enter the White House race. I predict a Labor Day announcement."
636910703039766000,neutral,Joe Biden confirms he is deciding on whether to run for president | US news | The Guardian http://t.co/rXRBVxE6U2
637056548452306000,neutral,"Joe Biden on why he may not run for president: ""my whole heart and my whole soul, both are pretty well banged up."" http://t.co/2Fb3jLBTah"
637162618042474000,positive,Why Joe Biden May Be the Best Hope for Small Businesses http://t.co/XnwT2e3cth
637173823880699000,neutral,Happy Friday.  Here's Joe Biden being creepy with anime characters.  http://t.co/vjFcdjfsvB
637180974766276000,neutral,"Hawkie here reminds us of Joe Biden, the randy old coot who may run for President! #Democrats a disgrace. #auspol https://t.co/Z0tFsrQPMY"
637228562857218000,neutral,"@Milbank doesn't think Vice President Joe Biden will run, Biden recognizes that he won't win - retiring as a sitting VP may be a better idea"
637238733453041000,neutral,My early presidential prediction: 1year from now we will be down to just 2...Joe Biden vs Marco Rubio. You heard it here 1st!
637263612449525000,positive,"Happy Friday: Here's Joe Biden making a cameo on a 1993 episode of ""Where in the World is Carmen Sandiego?"" http://t.co/SJMqRV5jCG"
637275001490644000,positive,Starting to hope Joe Biden enters the race. It may just be time for an alternative. A debate between Joe and Trump would be epic.
637303765108981000,positive,"With Joe Biden, campaign 2016 fun about to begin http://t.co/t2FEgC9OWj via @WashTimes #Election2016"
637324162583949000,neutral,"Los Angeles Times - Joe Biden may not be at big confab for Democrats, but he dominates the conversation http://t.co/vHJF2ZXOa7"
637351689452978000,neutral,Joe Biden obstacles in longshot run against Hill Clinton http://t.co/NQAHu1jR6I just remember why he was neva elected POTUS in the 1st place
637367317144408000,neutral,WASHINGTON (Reuters) - U.S. Vice President Joe Biden will meet on Thursday with AFL-CIO President Richard Trumka as he explores whether to
637376504092061000,negative,"""Joe Biden may join Bernie Sanders in the Democrat primary... I thought the Democrats were opposed to fossil fools!"" ~ Emily Zanotti,"
637411004750520000,positive,"Take a good look at Bernie Saunders, he's giving Hillary a run for her money. Joe Biden may join the race. And they're off!"
637438922126069000,neutral,"MINNEAPOLIS (Reuters) - Joe Biden got plenty of love from top Democrats on Friday, but their views about a pos... http://t.co/BSAo3tqBFh"
637494633149280000,neutral,Joe Biden or Donald Trump may be the next president of the United States. Just think about that for a little bit
637776983565443000,neutral,"Published on Aug 24, 2015 Vice President Joe Biden met with Senator Elizabeth Warren to discuss his potential run... http://t.co/FPMqDhx3Vh"
637831727587659000,positive,Why Joe Biden may well be a great candidate for SMBs--if he'll run of course: http://t.co/QfmmfiTLW1 @jeremyquittner
637987172700721000,neutral,"If Vice President Joe Biden decides to run for president, the most difficult task for him may come in cobbling... http://t.co/jGkf9ua84W"
638479798742876000,positive,@JoeBiden Only with Progressive Liberal Love 1st people like Bernie Sanders &amp; Joe Biden can America stay steady Mature of Love Forward first
638720312046157000,neutral,Just heard that Jackets + Falcons + Joe Biden all doing things around 7pm on Thursday is gonna make traffic hellish!!!! Fun!!!!
638757049808068000,positive,"P2016: AFL-CIO Pres Dick Trumka to march with Joe Biden in Labor Day parade.""People can read into that...what they want. He's a good friend"""
638792966551830000,neutral,The constant drip drip of Hilary's email scandal continues as Joe Biden waits in the wings Hilary's campaign days may indeed be numbered!
638814590760001000,neutral,"By Jeff Mason WASHINGTON, Aug 28 (Reuters) - Backers of Vice President Joe Biden are reaching out to donors and activists in the gay and"
639046032140185000,neutral,Joe Biden appears on Late Show w/ Stephen Colbert Sept 10. Does he have something to announce? http://t.co/7hKLEtYsBt http://t.co/n2N0yxoTfe
639074965418049000,neutral,"Welcome to the 305 Veep @wsvn: Joe Biden kicking off a two-day visit South Florida, Wednesday. http://t.co/35oFv1PNAM http://t.co/Ht9OC1x78n"
639123703092015000,positive,I think Joe Biden will announce he's running for president on Colbert next Thursday.
639144734250897000,neutral,Joe Biden is headed to Atlanta tomorrow as speculation mounts about a presidential run. W/ @ajconwashington: http://t.co/dQElpYSkyM #gapol
639197439614828000,neutral,"Vice President Joe Biden soaked up some sun in Florida, preparing to meet with fundraisers there as he stokes ... http://t.co/jZdR1xijaL"
639204585538781000,neutral,ALERT: Vice President Joe Biden will be speaking at the JCC tomorrow. ROAD BLOCKS And MAJOR traffic is expected... http://t.co/3LWAvcGd8d
639212002582396000,neutral,"Vice President Joe Biden on Wednesday was scheduled for a Miami speech on the importance of community colleges,... http://t.co/oR21cexwzk"
639218843798245000,neutral,Political observers believe Joe Biden may soon announce a decision about a possible presidential run. #Decision2016 http://t.co/nyZYSTY4dV
639228329334341000,positive,Great piece on Joe Biden and all-important Florida. Wish I knew the folks in the condominiums he visits. #DraftBiden https://t.co/tOpV0DZbWt
639244884486975000,neutral,Not Available
639376314756132000,negative,"Triple Traffic Threat: #dragoncon.  Thursday @7:30, Falcons game, Georgia Tech game, and Joe Biden   on the downtown connector."
639417057965154000,negative,"I mean, the rumor is that Joe Biden may run. Joe Biden."
639453806833459000,negative,Joe Biden wants to sit in on the hearings to watch Hillary's IT patsy take the 5th. https://t.co/tMomTOfyyM
639489786819047000,negative,Joe Biden is not going to run for President.  He may even resign as Vice President before term ends.
639505888911446000,positive,"You know, what if Joe Biden runs for president with Obama as his Vice then steps down so Obama is president for a 3rd term?"
639528914570866000,negative,"GA Tech Game, Falcons Game, Joe Biden in town, Dragon Con, Labor Day Traffic, Rain Traffic..I may just stay the night where im at fuck it."
639600302966964000,positive,Fighting corruption is not just good governance. It's self-defense. It's patriotism. - Joe Biden  Good Morning. Have a blessfull Friday!
639611534730260000,negative,"Oh I get it, Joe Biden was here or something. That may explain the incredible traffic.  Or that may honestly just be Atlanta"
639627351047798000,neutral,"Biden on 2016 run: ""I just don't know"": Vice President Joe Biden made his first public comment Thursday about ... http://t.co/j3nc0lFXqF"
639640090088722000,neutral,Biden: Not Sure I Have 'Emotional Energy' for 2016 Run Vice President Joe Biden said on Thursday he is trying to... http://t.co/VJ8ksRLQDn
639650721093185000,positive,@CBCNews Joe Biden is a class act when it comes to frank talk. I hope he runs. But he may not.  Excellent job as V.P.
639654248729329000,neutral,Can`t say yet whether he will mount White House run: Joe Biden: US Vice President Joe Biden said on Thursday h... http://t.co/T1cgb3Urdf
639662193395437000,positive,"Biden Says Family Will Decide Whether He Runs for President: Vice President Joe Biden said Thursday night he ""... http://t.co/UAQmUomDR2"
639676110830047000,positive,#Fox Biden says he's not sure if he will seek presidency: Vice President Joe Biden said Thursday he was unsure... http://t.co/OpuMdKIoUN
639703172399783000,positive,Biden says he'll run if he has the 'emotional energy' #: Vice President Joe Biden said Thursday that the bigge... http://t.co/bcJUXfvaNQ
639758577893306000,neutral,http://t.co/2smw1TjSZo Joe Biden drops hints about his next move; teacher donates kidney to her 1st grade student.
639761988533424000,neutral,'Joe Biden' appeared on Thursday 3 at the 14th place in the Top20 of Sacramento's Trends: http://t.co/yhQf2bRq0R #trndnl
639773752604164000,neutral,@roematthew Have you seen yesterday's @AP article about Joe Biden? He may decide not to run for #POTUS http://t.co/9M90hNYT7b
639794636911874000,neutral,Joe Biden on 2016 bid: Not sure I have 'emotional energy to run': Joseph R. Biden said Thursday night he would... http://t.co/mOH0cOu8sU
639795576935071000,neutral,The Elizabeth Warren test: Why Joe Biden's presidential run may be over before it begins http://t.co/19Yd0R2NWm #ows #p2
639839012333596000,neutral,"Biden: Presidential bid depends on what's best for family: Washington, Sep 4 (EFE).- U.S. Vice President Joe Biden said the most rele..."
639843705973698000,positive,Joe Biden came to Miami on Wednesday and sounded at times like a politician with another campaign in him http://t.co/FfKJOjkAWD
639859033969659000,positive,Joe Biden and Debbie Wasserman Schultz gush with praise for each other - Sun Sentinel http://t.co/qiOe4oLag2
639863523451908000,neutral,Joe Biden: Here's my thinking on the 2016 race http://t.co/q5yewQiaOT C'mon Joe! Run! We need the laughs.
639887431836286000,positive,Vice President Joe Biden gave his most striking and somber answer yet on Thursday about whether he plans to run... http://t.co/cbLzh76ZDm
639892607129264000,neutral,NEW: Joe Biden may not announce a decision on 2016 race until well into the fall. http://t.co/lv8JiYwE1p http://t.co/IEvV3hbTqJ
639902358730895000,neutral,Joe Biden: run for presidency dependent on my 'emotional energy'   He want us to clap for him or something? http://t.co/ywxD11E4bo
639922135444664000,neutral,ATLANTA (Reuters) - U.S. Vice President Joe Biden said on Thursday he is still trying to determine whether he has the emotional energy to
639984815257853000,neutral,"By John Whitesides MIAMi, Fla, Sept 3 (Reuters) - When you are Joe Biden, it's not easy being quiet. While the normally loquacious vice"
640027092919316000,negative,ISBPL: #NEWS Joe Biden's wife may share his misgivings about another race: Jill Biden campaigned actively for ... http://t.co/Mmg8wDzAS9
640044060355510000,negative,Not Available
640045499966316000,neutral,Joe Biden's wife may share his misgivings about another race - The Times of India http://t.co/8jokW4TECn
640504964360503000,negative,"Joe Biden may not have the ""emotional energy"" to run for Prez but no problem with the energy level necessary for VP job? #mtp @CNNPolitics"
640534955731329000,positive,But what's that off in the distant? Is it a bird? Is it a plane? No. It's Joe Biden! https://t.co/1UQP89dDqI
640881019818610000,neutral,"LIVE: Biden speaks at PA Labor Day parade: Following his speech, Vice President Joe Biden will march with AFL-... http://t.co/x8AQleo2EZ"
640935895525257000,negative,"Joe Biden on economy: 'Something is wrong': Vice President Joe Biden warned on Monday that ""something is wrong"" with the American eco..."
640981932050804000,negative,Joe Biden sat on his hands all this time never disagreeing with O.Too late Joe. U blew it.
641032095628824000,positive,"Another democratic candidate entered the race on Sunday, will VP Joe Biden follow suit?  https://t.co/nIG5xJJqGp"
641065228789153000,positive,"If Joe Biden runs for president, he can count on the kind of union workers he spoke to Monday http://t.co/Bm5ATCrIcl"
641219216021016000,positive,Joe Biden may just be the answer to stoping the family entitlement in U.S. politics if Martin O'Malley doesn't succeed. Run Joe Run!
641289125455269000,negative,Not Available
641366800211439000,positive,@marcsteiner111 Don't forget that VP Joe Biden may enter the 2016 Dem Presidential Race &amp; could beat her for the Nomination!
641545080214568000,neutral,PITTSBURGH (Reuters) - Vice President Joe Biden on Monday gave a glimpse of what a Biden race for the Democratic presidential nomination
641577752768868000,neutral,"@Morning_Joe Funny how Joe Biden is in 2nd in your poll, and he's not even running ! #Bernie2016"
641583054704758000,neutral,Not Available
631538800158572000,positive,@HotCoalsTheatre @Superboltplays Ooh - what's Jurassic Park. Looking now... see you tomorrow!!
631666468833263000,negative,This is starting to feel like less like a petting zoo &amp; more like Jurassic Park.  ~me at the strip club for lunch on a Wednesday
631797191225425000,positive,Not Available
631876322650750000,positive,Last night was the 3rd time dreaming that I was in Jurassic Park man. Best and scariest dreams of my damn life
631890752352686000,positive,"Start your weekend with a roar at special IMAX showings of ""Jurassic Park,"" opening tomorrow night! http://t.co/0k59UguBMD"
631988836701069000,neutral,Long day yesterday. Started here at Manawaiopuna Falls. You may know them from Jurassic Park... #Kaua'i #Hawai'i http://t.co/wxhUbl2Cr7
632320463235096000,positive,I agree with all but Jurassic Park. I loved  all three. Haven't seen the 4th yet. http://t.co/R7Ch3MtJXe
632363633666883000,negative,One of the summer's biggest questions: When did we start acting like JURASSIC PARK was an all time classic and not 2nd tier Spielberg?
632373729511608000,positive,Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in 1st place
632437026885734000,positive,"Well, it's gonna be about 100 tomorrow at @UniStudios. We're gonna have to ride Jurassic Park a few times!"
632589431040528000,positive,If they made jurassic park today jesse Eisenberg would probably play dr Malcolm and I think he'd do well. Have a good Saturday
632601638470045000,positive,"LaZy Saturday afternoon, watching Jurassic Park (original). Sure forgot a lot of the scenes. #SeeingItWithFreshEyes"
632638002322382000,positive,Jurassic Park may just be my favorite arrangement of all time. And John Williams may just be my favorite composer of all time.
632741999129460000,neutral,Tearing up watching Jurassic Park for the 1st time in ages. Remembering the awe of seeing it as a kid. Sorry for all who got stuck w J World
632745836879872000,positive,"No joke, but #MyScienceStory is that I read Jurassic Park in 3rd grade and was thereafter obsessed with biology."
632751197821145000,neutral,Watching Jurassic Park for the 564th time love my Saturday nights
632812442012090000,neutral,What does one do when you're up late bored on a Saturday night? Watch Jurassic Park
632840684978995000,neutral,Never noticed how the theme music on Sunday Morning Live sounds like the Jurassic Park theme. Fits with all prehistoric views on this show
633103136865935000,positive,Khakis and Jurassic Park shirt for tomorrow.  I'm gonna look hot on the first day of school. Literally... We're experiencing a heat wave.
633128868283596000,positive,"""What are you're top 5 movies?"" ""Jurassic park, the lost world jurassic park, Jurassic park 3, Jurassic world, Jurassic park 5th movie 2018"""
633315318929211000,positive,@Ornsack you may recall the other day I said nothing could save your holiday after that t-shirt...Jurassic Park is the only thing that could
633345348245786000,positive,Come out Wednesday evening as we finish off the Cinema under the stars  season with Jurassic Park
633389735617036000,positive,"Navy Band concert to feature music from ""Jurassic Park"" tomorrow night at the #redlandsbowl http://t.co/QKP0A0r7CY http://t.co/deVajMJoPf"
633461617485815000,positive,Not Available
633466106628345000,positive,Going to go Jurassic park tomorrow!!!! Pretty excited lol the goal is to continue to find peace and it worked last time. So round 2!!!
633654658003791000,positive,Not Available
633676433517244000,positive,Come build some Dino builds tomorrow evening at Cinema Under the Stars! Jurassic Park @ReginaDowntown http://t.co/C8VVCl9Tbh
633704670402355000,neutral,The Imperial March or the Jurassic Park theme? Which is better?
633734820598681000,neutral,"@BeccaLFL Just saw the announcement from @ReginaDowntown, tomorrow's movie for #CinemaUnderTheStars is Jurassic Park."
633751071416971000,positive,"New film series Rewind! starts Thursday, August 27 with JURASSIC PARK https://t.co/z6NrCIfhet @BostonGlobe http://t.co/YL577gZswb"
633810777661644000,negative,So I've found at least 3 different typos in Jurassic Park since I started reading it. C'mon how long has this book been out?
633955674268024000,positive,"@Blood_AE setting it up now, gonna finally watch my Jurassic Park blu Ray that's sat there all alone for over a week hahaha"
634180136909180000,neutral,Not Available
634183890182127000,positive,@HillyHindi what about Wicked or a musical or Jurassic Park (I can see if that may be hard) keep up the great work! :)
634348559605755000,positive,"When I get married, I want to walk down the aisle with the Jurassic Park theme song playing instead of the wedding march"
634387390510071000,positive,"Guys it's my birthday on Monday can someone buy me some of that Jurassic Park animated TV show concept art, only $600 http://t.co/Dbilk9EmuF"
634388171321671000,negative,"im so bored i dont want to watch jurassic park for the hundredth time, i just want it to fucking be sunday already.."
634404721172840000,positive,"Our final IMAX Throwback Weekend of the summer kicks off TOMORROW with special screenings of ""Jurassic Park."" http://t.co/0k59UguBMD"
634434685859459000,positive,Lay in bed watching Jurassic Park with Henry whilst @HayleyWild_x sorts her stuff for going out tomorrow #dinosaurs #RAWR
634748793041367000,positive,Franzen: I will bring back the dinosaurs so I may study them. Editor: How about you watch Jurassic Park? Franzen: Okay!! #FailedFranzenPlans
635298254708604000,positive,Woke up and finished making meals for the day. Now watching Jurassic Park on TV. Couldn't ask for a better start to Sunday.
635305129479176000,positive,Look for the Jurassic park suv near the Camarillo Air show on Sunday for special discounted passes to c4. Get... http://t.co/jJCEHDOyec
635351777567633000,positive,Thank you everybody who joined us for our trip to Jurassic Park and Amity tonight! We'll see you next Saturday... http://t.co/2Juq8FSmQi
635464882729697000,positive,"For everyone who lusted after my Jurassic Park jacket, the original print its from is here https://t.co/TPQmIbpnkl"
635534113265598000,positive,"Ended my 1st Fringe experience with @Superboltplays Jurassic Park! Thank you for a wonderful show, absolutely brilliant!"
635881028947738000,positive,[humanicators] Free outdoor screening of Jurassic Park on the East Campus Quad - this Wed. at 9pm http://t.co/sAv6nN3VIA
635952230034608000,positive,"Thurs, Aug 27 at 7pm! Our new series #Rewind! kicks off with JURASSIC PARK + after party http://t.co/slbqUPtrbX http://t.co/JSeSRMxweI"
636043449955971000,neutral,"@Nick_Major Jurassic Park, I just saw the Friday movies a few months ago, Pitch Perfect, Fight Club, The Matrix, LOTR.."
636147999509479000,positive,Jurassic Park Collection with all the 4 movies!  Coming out in Italy October 7th http://t.co/5yZkjM80Ct http://t.co/s9z7HyjwNc
636345359770472000,negative,Sitting here watching Jurassic park: the lost world and remembering why the 1st one is my favorite. #ishouldjustwatchthat
636504521666088000,positive,Can't wait to see you beautiful people @OkarekaDance at the extra show of Jurassic Park thurs 27th 11pm #edfringe! xx
636614738802249000,positive,"@50jwquestions Maybe if they make a 3rd one and it will be the last one like the Jurassic Park movies, then yes"
636727991771496000,positive,"@RobotJQ Well it may be jarring. Even playing the Walking Dead, Back the Future, GoT and Jurassic Park games by them I found TFTBL jarring."
636756305001193000,positive,Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!
636770136024854000,positive,Still haven't seen it yet! I love Jurassic Park so much too man. https://t.co/S1nPYSco1i
637024772132507000,positive,Thanks @VisitPasadenaCA! Jurassic Park is gonna roar this Saturday night with @jagsunmusic &amp; tasty food trucks! http://t.co/ldgXvcvTGK
637028500168310000,positive,Happy 29th Birthday to our #Whistler Library! Free outdoor movie Jurassic Park tonight at 8pm http://t.co/lExsDxxtWw http://t.co/qNm0PRCfrw
637063217303293000,positive,Not Available
637070918074765000,positive,Host fam just agreed to watch Jurassic Park with me tomorrow night. They've never seen it.  And I'm definitely going to heaven for this.
637076154835296000,positive,"Hey dad what should I wear for Jurassic Park day tomorrow? ""Just put your arms in your shirt and walk around like a t-Rex"""
637282743919902000,positive,Catch a Jurassic double bill on Sun 30th @GlasgowIMAX with Jurassic Park and Jurassic World! http://t.co/C7KDAwGCBM
637324096112488000,positive,I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme 11 times today. Currently listening to it for a 12th time.
637411299362799000,positive,This time I'm with my brother who may be even more obsessed with the Jurassic Park franchise than I am.
637439341254582000,neutral,Someone see Jurassic park with me tomorrow
637465023745499000,positive,Jurassic World: This 4th Jurassic Park film shows that a movie doesn't need great characters if the dinosaur scenes in it are super awesome
637591411240644000,positive,"@gagravarr looks like we crossed paths, I saw Jurassic Park at Assembly Roxy on Thursday. Back home now, with sore laugh muscles."
637612209648963000,positive,"Took son to see Jurassic Park when he was 5, we saw #JurassicWorld at same theater 20 years later. A special moment  https://t.co/MDaUdkiJUE"
637637262231105000,positive,@jurassicp .... movies that I also love. But the 1st  JURASSIC PARK  is a true Masterpiece in my opion!!!!  Sincerely David H. Taylor
637643566718697000,neutral,Now we finally get to correct the mistakes of jurassic Park  https://t.co/SWbfYbvKYJ
638032354171207000,positive,I want a slow Sunday consisting of snuggles and cuddles and Jurassic Park.
638073739293364000,positive,first day of senior year tomorrow...im gonna wear my jurassic park shirt
638194034985574000,positive,@GailSimone I really love the 2nd Jurassic Park and Mummy movies!
638426606512402000,positive,Lol my physics professor's 1st job out of college was working on the dinosaurs in Jurassic Park nbd
638490096044478000,positive,I think tomorrow while the servers are down that I will have myself a Jurassic Park marathon. :D
638876310534811000,neutral,but if I wear my Jurassic World shirt then I'll be wearing a Jurassic Park shirt on Friday (it's red for pep rally)
639207075785121000,neutral,"They're making a 5th Jurassic Park. If this continues, eventually we'll all get what we really want. Dinosaurs in space."
639330794901737000,positive,Throwback Thursday Shots. First trip to Jurassic Park as Brian Skoyles guest and he has one. Now I take my friends.. http://t.co/ptMR19ge24
639450187115593000,negative,I'm all for exploring but this look like the island from Jurassic park lll I may have to skip  https://t.co/ZpQUAcvTKd
639639836832366000,positive,"Between Jurassic Park, Toy Story 2 and Space Jam, Wayne Knight may be the greatest screen villain of all time"
639807265223127000,positive,Jurassic Park is screening at the Actors Playhouse this weekend for free... http://t.co/GwlrFvYjQ4
639961616738467000,positive,"Jurassic Park is BACK! New Trailer for the 4th Movie, Jurassic World - http://t.co/EgUbiuOx0T"
639983468827557000,positive,Looks like I'm going back in time tomorrow.... Jurassic Park style....
640155407688814000,positive,Jurassic park on tv Saturday morning... It's going to be a good day! @LauraDern @TwoPaddocks #favoritemovie #jurassicpark
640192324690165000,negative,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park
640338022240776000,positive,@AL_Orch had to tell you that I'm seeing the cleveland orchestra tomorrow and I'm so excited to hear music from jurassic park!
640345444682440000,neutral,I'm freezing my butt off at the drive ins to watch Jurassic Park for the 3rd time
640361258206650000,positive,I think I'm gonna wear leggings tomorrow with my Jurassic Park shirt pls send clothing advice
640365443610374000,positive,I'm sitting at home on a Saturday night watching Jurassic Park and I'm totally content with it.
640366057073446000,positive,Watching Jurassic Park for the first time!! Happy Saturday !
640376245352398000,positive,Eating spaghetti and watching Jurassic park on my Saturday night. Not even mad about it. Great movie great food.
640379085290647000,positive,I know this is a throw back but I loved you in Jurassic Park! @VanessaChester If they do a 5th one you should be in it!
640382843592515000,neutral,"Gonna be honest about my Saturday night, but it's almost 1 AM and I'm watching Jurassic Park."
640388581308043000,positive,"Just got home from watching Frozen at Movies in the Canyon! Great night, great movie! Next Friday it's Jurassic Park! http://t.co/yLBmkmqJma"
640408515249463000,negative,fuck me I took so long to watch jurassic park and kept pausing it and then I sat on the remote and it changed channels and now its live tv
640428800380002000,neutral,Not Available
641353194140864000,positive,Guys video should be up at 20:00 PM its the 2nd part of Jurassic Park but its only a 7 min video its a Funny Momments Montage
